title,rating,clusters
Red Rock West (1992),3.636363636363636,4
Richie Rich (1994),2.2,3
"River Wild, The (1994)",3.25,4
Speed (1994),3.5292397660818717,4
Speechless (1994),2.7857142857142856,0
Timecop (1994),2.5,3
True Lies (1994),3.497191011235955,4
When a Man Loves a Woman (1994),3.8181818181818175,1
Wolf (1994),3.15625,0
Wyatt Earp (1994),3.095238095238096,0
Bad Company (1995),3.25,4
"Man of No Importance, A (1994)",4.0,1
S.F.W. (1994),3.0,0
"Low Down Dirty Shame, A (1994)",2.375,3
Boys Life (1995),3.0,0
"Colonel Chabert, Le (1994)",4.5,5
Faster Pussycat! Kill! Kill! (1965),3.7,4
Jason's Lyric (1994),4.5,5
Street Fighter (1994),2.5,3
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.4166666666666665,3
Federal Hill (1994),3.0,0
In the Mouth of Madness (1995),3.4375,4
8 Seconds (1994),3.0,0
Above the Rim (1994),2.0,3
Addams Family Values (1993),3.1011904761904763,0
"Age of Innocence, The (1993)",3.5,4
Airheads (1994),2.7884615384615383,0
"Air Up There, The (1994)",2.333333333333333,3
Another Stakeout (1993),2.53125,3
Bad Girls (1994),2.5,3
Barcelona (1994),3.692307692307693,4
Being Human (1993),3.0,0
"Beverly Hillbillies, The (1993)",2.675,0
Beverly Hills Cop III (1994),2.7203389830508478,0
Black Beauty (1994),3.208333333333333,0
Blink (1994),3.2,0
Blown Away (1994),2.85,0
Blue Chips (1994),1.8333333333333333,3
Blue Sky (1994),3.75,1
Body Snatchers (1993),3.1428571428571432,0
Boxing Helena (1993),2.5416666666666665,3
"Bronx Tale, A (1993)",3.7222222222222223,1
Cabin Boy (1994),2.0,3
Calendar Girl (1993),3.75,1
Carlito's Way (1993),3.738095238095238,1
City Slickers II: The Legend of Curly's Gold (1994),2.645454545454545,0
Clean Slate (1994),2.75,0
Cliffhanger (1993),3.0346534653465347,0
Coneheads (1993),2.4206349206349205,3
Color of Night (1994),2.571428571428572,3
Cops and Robbersons (1994),2.1666666666666665,3
"Cowboy Way, The (1994)",2.7142857142857144,0
Dave (1993),3.546052631578948,4
Dazed and Confused (1993),3.928571428571429,1
Demolition Man (1993),3.092592592592593,0
Even Cowgirls Get the Blues (1993),2.333333333333333,3
Fatal Instinct (1993),3.0,0
Farewell My Concubine (Ba wang bie ji) (1993),3.8333333333333335,1
Fearless (1993),3.625,4
Fear of a Black Hat (1994),1.0,2
With Honors (1994),3.0,0
Flesh and Bone (1993),4.0,1
Widows' Peak (1994),3.0,0
For Love or Money (1993),2.8,0
"Firm, The (1993)",3.5346534653465347,4
Free Willy (1993),2.391891891891892,3
Fresh (1994),3.75,1
"Fugitive, The (1993)",3.992105263157895,1
Geronimo: An American Legend (1993),2.8,0
"Getaway, The (1994)",2.25,3
Getting Even with Dad (1994),2.6666666666666665,0
Go Fish (1994),2.75,0
Hard Target (1993),2.9,0
Hot Shots! Part Deux (1993),2.8666666666666667,0
Live Nude Girls (1995),5.0,5
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",3.2045454545454546,0
"House of the Spirits, The (1993)",3.4,4
House Party 3 (1994),1.0,2
"Hudsucker Proxy, The (1994)",3.55,4
I'll Do Anything (1994),2.583333333333333,3
In the Army Now (1994),1.8571428571428568,3
In the Line of Fire (1993),3.6928571428571435,4
In the Name of the Father (1993),4.3,1
"Inkwell, The (1994)",1.0,2
What's Love Got to Do with It? (1993),3.3823529411764706,4
Jimmy Hollywood (1994),2.5,3
Judgment Night (1993),2.25,3
Jurassic Park (1993),3.75,1
Kalifornia (1993),3.1578947368421053,0
Killing Zoe (1994),3.625,4
Lassie (1994),3.0,0
Last Action Hero (1993),2.9339622641509435,0
Life with Mikey (1993),3.0,0
Lightning Jack (1994),2.5,3
M. Butterfly (1993),3.0,0
Made in America (1993),2.863636363636364,0
Malice (1993),3.0,0
"Man Without a Face, The (1993)",3.294117647058824,4
Manhattan Murder Mystery (1993),3.75,1
Menace II Society (1993),3.6666666666666665,4
Executive Decision (1996),3.3780487804878048,4
In the Realm of the Senses (Ai no corrida) (1976),5.0,5
What Happened Was... (1994),5.0,5
Much Ado About Nothing (1993),3.8139534883720936,1
Mr. Wonderful (1993),2.5,3
Mrs. Doubtfire (1993),3.388888888888889,4
Naked (1993),3.6666666666666665,4
"Next Karate Kid, The (1994)",2.3666666666666667,3
No Escape (1994),3.0,0
North (1994),2.2142857142857144,3
Orlando (1992),4.5,5
"Perfect World, A (1993)",3.3846153846153846,4
Philadelphia (1993),3.613636363636364,4
"Piano, The (1993)",3.540983606557377,4
Poetic Justice (1993),3.0,0
"Program, The (1993)",3.0,0
"Puppet Masters, The (1994)",3.0,0
Radioland Murders (1994),3.375,4
"Ref, The (1994)",3.4166666666666665,4
"Remains of the Day, The (1993)",3.6041666666666665,4
Renaissance Man (1994),3.055555555555556,0
Rising Sun (1993),3.2777777777777777,4
"Road to Wellville, The (1994)",2.375,3
RoboCop 3 (1993),2.4047619047619047,3
Robin Hood: Men in Tights (1993),3.1304347826086962,0
Romeo Is Bleeding (1993),3.1666666666666665,0
Romper Stomper (1992),3.2857142857142856,4
Ruby in Paradise (1993),3.5,4
Rudy (1993),3.4852941176470584,4
"Savage Nights (Nuits fauves, Les) (1992)",4.0,1
Schindler's List (1993),4.225,1
"Scout, The (1994)",2.333333333333333,3
Searching for Bobby Fischer (1993),3.875,1
"Secret Garden, The (1993)",3.25,4
Serial Mom (1994),3.0,0
"Shadow, The (1994)",2.888888888888889,0
Shadowlands (1993),3.6071428571428568,4
Short Cuts (1993),3.2666666666666666,4
"Simple Twist of Fate, A (1994)",3.333333333333333,4
Sirens (1994),3.1666666666666665,0
Six Degrees of Separation (1993),3.583333333333333,4
Sleepless in Seattle (1993),3.4716981132075477,4
Sliver (1993),2.6666666666666665,0
Blade Runner (1982),4.100806451612904,1
Son in Law (1993),2.7857142857142856,0
So I Married an Axe Murderer (1993),3.317073170731707,4
Striking Distance (1993),2.4375,3
Super Mario Bros. (1993),2.0,3
Surviving the Game (1994),3.25,4
Terminal Velocity (1994),2.75,0
Thirty-Two Short Films About Glenn Gould (1993),4.5,5
Threesome (1994),3.4,4
"Nightmare Before Christmas, The (1993)",3.553763440860215,4
"Three Musketeers, The (1993)",3.262295081967213,4
Tombstone (1993),3.815384615384616,1
True Romance (1993),3.8,1
"War Room, The (1993)",3.333333333333333,4
"Pagemaster, The (1994)",2.9375,0
Welcome to the Dollhouse (1995),3.5434782608695654,4
Germinal (1993),4.0,1
Chasers (1994),1.5,2
Kika (1993),2.0,3
Bhaji on the Beach (1993),3.5,4
Little Big League (1994),2.6666666666666665,0
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",3.5,4
Spanking the Monkey (1994),3.25,4
"Little Rascals, The (1994)",2.65625,0
Andre (1994),2.125,3
Princess Caraboo (1994),2.8,0
"Celluloid Closet, The (1995)",4.0,1
Dear Diary (Caro Diario) (1994),4.0,1
"Brady Bunch Movie, The (1995)",2.736111111111111,0
Home Alone (1990),2.9956896551724137,0
Ghost (1990),3.4347826086956523,4
Aladdin (1992),3.792349726775957,1
Terminator 2: Judgment Day (1991),3.9709821428571432,1
Dances with Wolves (1990),3.8353658536585367,1
Batman (1989),3.4285714285714284,4
"Silence of the Lambs, The (1991)",4.161290322580645,1
Snow White and the Seven Dwarfs (1937),3.616883116883117,4
Beauty and the Beast (1991),3.7705479452054793,1
Pinocchio (1940),3.45,4
Pretty Woman (1990),3.4851851851851854,4
"Wild Bunch, The (1969)",3.8181818181818175,1
Love and a .45 (1994),4.0,1
"Great Day in Harlem, A (1994)",4.0,1
One Fine Day (1996),3.0,0
Candyman: Farewell to the Flesh (1995),3.0,0
Fargo (1996),4.116022099447513,1
Homeward Bound II: Lost in San Francisco (1996),3.571428571428572,4
Heavy Metal (1981),3.5454545454545454,4
Hellraiser: Bloodline (1996),2.4166666666666665,3
"Pallbearer, The (1996)",2.5,3
Jane Eyre (1996),3.1875,0
Bread and Chocolate (Pane e cioccolata) (1973),3.0,0
"Aristocats, The (1970)",3.411111111111111,4
"Flower of My Secret, The (La flor de mi secreto) (1995)",2.833333333333333,0
Two Much (1995),3.0,0
Ed (1996),2.6,3
"Thin Line Between Love and Hate, A (1996)",5.0,5
"Last Supper, The (1995)",3.333333333333333,4
Primal Fear (1996),3.6428571428571432,4
All Dogs Go to Heaven 2 (1996),3.1818181818181817,0
Land and Freedom (Tierra y libertad) (1995),4.0,1
Denise Calls Up (1995),5.0,5
Theodore Rex (1995),2.25,3
"Family Thing, A (1996)",3.0,0
Sgt. Bilko (1996),3.0454545454545454,0
Jack and Sarah (1995),3.0,0
Girl 6 (1996),3.0,0
Diabolique (1996),2.6818181818181817,0
Nelly & Monsieur Arnaud (1995),3.5,4
Courage Under Fire (1996),3.327586206896552,4
Mission: Impossible (1996),3.537037037037037,4
Cold Fever (Á köldum klaka) (1995),3.0,0
Moll Flanders (1996),3.0,0
Dragonheart (1996),3.0923076923076924,0
Eddie (1996),3.0,0
James and the Giant Peach (1996),3.4489795918367347,4
Fear (1996),3.2857142857142856,4
Kids in the Hall: Brain Candy (1996),3.2916666666666665,4
Underground (1995),4.333333333333333,5
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),2.8125,0
Song of the Little Road (Pather Panchali) (1955),4.25,1
"World of Apu, The (Apur Sansar) (1959)",4.75,5
Mystery Science Theater 3000: The Movie (1996),3.486111111111111,4
Space Jam (1996),2.707547169811321,0
Barbarella (1968),3.1666666666666665,0
Some Folks Call It a Sling Blade (1993),3.8333333333333335,1
"Run of the Country, The (1995)",4.0,1
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",4.125,1
It's My Party (1996),4.0,1
Operation Dumbo Drop (1995),2.333333333333333,3
Mrs. Winterbourne (1996),3.333333333333333,4
Solo (1996),2.0,3
"Substitute, The (1996)",2.9545454545454546,0
True Crime (1996),4.0,1
Feeling Minnesota (1996),2.7,0
Delta of Venus (1995),1.0,2
Angus (1995),3.2142857142857144,4
Boys (1996),2.0,3
"Quest, The (1996)",2.571428571428572,3
Sunset Park (1996),3.0,0
Mulholland Falls (1996),2.8809523809523814,0
"Truth About Cats & Dogs, The (1996)",3.3879310344827585,4
Oliver & Company (1988),3.0909090909090913,0
Celtic Pride (1996),2.5625,3
Flipper (1996),3.05,0
Dead Man (1995),3.966666666666667,1
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",3.6666666666666665,4
"Visitors, The (Visiteurs, Les) (1993)",4.125,1
Multiplicity (1996),2.8428571428571434,0
Wallace & Gromit: The Best of Aardman Animation (1996),4.0925925925925934,1
"Haunted World of Edward D. Wood Jr., The (1996)",4.0,1
"Craft, The (1996)",3.032258064516129,0
"Great White Hype, The (1996)",2.5,3
Last Dance (1996),3.0,0
Cold Comfort Farm (1995),3.5,4
Heaven's Prisoners (1996),3.333333333333333,4
"Rock, The (1996)",3.6404958677685952,4
Cemetery Man (Dellamorte Dellamore) (1994),3.928571428571429,1
Twister (1996),3.3211382113821135,4
Barb Wire (1996),2.65,0
Ghost in the Shell (Kôkaku kidôtai) (1995),4.148148148148148,1
Thinner (1996),2.8181818181818183,0
Spy Hard (1996),2.5172413793103448,3
Wallace & Gromit: A Close Shave (1995),3.8958333333333335,1
"Stupids, The (1996)",3.333333333333333,4
"Arrival, The (1996)",3.113636363636364,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.268041237113402,1
Ashes of Time (Dung che sai duk) (1994),4.0,1
Maya Lin: A Strong Clear Vision (1994),3.5,4
Stalingrad (1993),4.25,1
"Phantom, The (1996)",2.7894736842105257,0
Striptease (1996),2.414634146341464,3
Heavy (1995),3.5,4
Jack (1996),3.1578947368421053,0
I Shot Andy Warhol (1996),3.5,4
Spirits of the Dead (1968),3.0,0
Trainspotting (1996),4.03921568627451,1
'Til There Was You (1997),4.0,1
Independence Day (a.k.a. ID4) (1996),3.445544554455445,4
Stealing Beauty (1996),3.5,4
"Fan, The (1996)",3.0,0
"Hunchback of Notre Dame, The (1996)",3.3297872340425534,4
"Cable Guy, The (1996)",2.805555555555556,0
Kingpin (1996),3.3690476190476186,4
Eraser (1996),3.109375,0
"Nutty Professor, The (1996)",2.731707317073171,0
"Unforgettable Summer, An (Un été inoubliable) (1994)",2.0,3
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",4.0,1
Somebody to Love (1994),3.5,4
Daylight (1996),2.708333333333333,0
"Frighteners, The (1996)",3.4565217391304346,4
Lone Star (1996),4.157894736842104,1
Harriet the Spy (1996),3.136363636363636,0
Phenomenon (1996),3.3369565217391304,4
Walking and Talking (1996),4.0,1
She's the One (1996),3.25,4
"Time to Kill, A (1996)",3.6571428571428566,4
American Buffalo (1996),1.5,2
Alaska (1996),3.5,4
Fled (1996),2.333333333333333,3
Kazaam (1996),2.25,3
Larger Than Life (1996),2.8,0
"Very Brady Sequel, A (1996)",3.25,4
"Collector, The (La collectionneuse) (1967)",3.5,4
Kaspar Hauser (1993),4.0,1
"Adventures of Pinocchio, The (1996)",3.333333333333333,4
Joe's Apartment (1996),2.6666666666666665,0
"First Wives Club, The (1996)",3.071428571428572,0
Ransom (1996),3.3378378378378377,4
High School High (1996),2.0,3
Foxfire (1996),3.6666666666666665,4
Chain Reaction (1996),2.8823529411764706,0
Matilda (1996),3.272727272727273,4
Emma (1996),3.9166666666666665,1
"Crow: City of Angels, The (1996)",2.833333333333333,0
House Arrest (1996),3.375,4
